POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
C,15,Domingos Olsen,,Houston (INT),INT,INT,03/28/2037,18,VEN,6' 6',200 lbs,Switch,Right,0.5 Stars,0.5 Stars,1,1,1,1,1,2,1,1,1,1,5,9,1,1,1,1,1,1,47,4,Flyball,Normal,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,39,35,28,14,28,35,6,22,42,22,2,10,10,12,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,17,Emílio Onofre,,Jacksonville (INT),INT,INT,07/31/2037,18,VEN,6' 2',185 lbs,Left,Left,0.5 Stars,1.5 Stars,13,14,11,1,8,16,11,10,7,1,1,11,14,15,11,1,10,17,49,3,Groundball,Spray,Spray,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,90-92,3/4,Normal,1,1,2,2,3,13,23,21,3,38,26,30,29,21,23,5,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,28,Jose Ontiveros,,Kansas City (INT),INT,INT,08/24/2036,19,VEN,6' 1',185 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,3,1,1,1,4,6,10,1,1,1,1,1,1,53,8,Flyball,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,SIDE,Normal,1,1,33,18,56,16,7,23,12,20,41,25,40,11,1,12,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,39,Manny Ontiveros,,Milwaukee (INT),INT,INT,08/23/2037,18,VEN,6' 2',175 lbs,Right,Right,0.5 Stars,1.5 Stars,7,5,6,1,1,9,10,10,9,1,10,12,4,5,5,1,1,6,61,50,Groundball,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,2,2,1,18,17,26,27,50,37,41,43,10,2,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,24,Jalen Opitz,,-,-,-,02/20/2039,16,USA,6' 2',195 lbs,Left,Left,0.5 Stars,2.5 Stars,3,4,1,2,1,3,1,1,1,1,1,1,8,8,1,6,1,9,89,7,Normal,Pull,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,1,2,1,12,14,21,6,17,27,21,6,4,1,6,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,26,Jordan Oquendo,,Chicago (INT),INT,INT,01/11/2037,18,VEN,6' 2',180 lbs,Right,Right,0.5 Stars,1.0 Stars,1,5,3,1,10,1,9,1,7,5,13,1,4,1,2,1,9,1,45,11,Groundball,Normal,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,3,3,1,41,48,28,43,54,22,60,32,13,1,36,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,12,Omar Orellana,,Minnesota (INT),INT,INT,07/12/2039,16,VEN,6' 0',175 lbs,Right,Right,0.5 Stars,2.0 Stars,3,2,3,1,1,4,6,9,8,4,1,11,1,1,2,1,1,1,57,5,Groundball,Normal,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,89-91,3/4,Normal,1,1,1,3,2,25,25,25,25,26,24,38,19,20,22,23,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,18,Virgile Orlando,,-,-,-,08/12/2037,18,USA,5' 11',185 lbs,Switch,Right,0.5 Stars,2.5 Stars,1,5,4,11,2,1,10,1,8,12,6,1,5,1,3,11,1,1,24,6,Flyball,Pull,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,1,45,47,40,23,44,39,31,29,38,37,15,15,15,12,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,16,Alex Orozco,,Philadelphia (INT),INT,INT,02/14/2039,16,VEN,6' 1',175 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,1,1,9,4,9,1,1,1,1,1,1,74,10,Flyball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,83-85,83-85,3/4,GB'er,1,1,4,7,5,11,9,34,9,37,47,45,36,48,51,69,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,16,Felix Ortiz,,-,-,-,08/04/2037,18,USA,6' 0',180 lbs,Right,Right,0.5 Stars,2.5 Stars,5,2,4,6,2,9,5,9,8,11,6,10,1,4,3,3,1,8,31,3,Normal,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,4,4,1,39,47,44,63,43,34,40,38,16,11,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,19,Manny Ortiz,,Miami (INT),INT,INT,11/03/2038,16,VEN,6' 1',170 lbs,Left,Left,0.5 Stars,2.5 Stars,5,3,5,1,1,9,1,1,1,1,1,1,5,8,7,3,1,10,54,8,Normal,Normal,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,1,1,1,21,17,16,3,71,45,31,59,51,55,41,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,4,Carlos Ossa,,Minnesota (INT),INT,INT,04/01/2039,16,DOM,6' 0',165 lbs,Left,Right,0.5 Stars,2.0 Stars,1,1,2,1,1,1,1,1,1,1,1,1,3,3,4,2,1,4,46,3,Normal,Normal,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,84-86,84-86,SIDE,Normal,1,1,4,1,4,58,86,75,61,70,78,79,38,41,36,37,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,3,Art Owens,,-,-,-,11/23/2037,17,USA,6' 1',180 lbs,Right,Right,0.5 Stars,1.5 Stars,5,4,3,1,1,6,8,10,6,7,1,11,3,3,1,1,1,3,47,10,Normal,Pull,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,OTT,Normal,1,3,1,1,1,46,46,55,32,39,18,54,34,38,33,49,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,37,Justin Owens,,-,-,-,07/07/2036,19,USA,6' 1',195 lbs,Right,Right,0.5 Stars,2.0 Stars,11,13,7,12,1,11,15,13,9,15,4,14,13,11,5,11,1,10,48,2,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,58,57,46,23,16,51,10,19,31,25,11,9,1,20,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,25,Wilfredo Pacheco,,Los Angeles (INT),INT,INT,07/22/2038,17,MEX,6' 0',175 lbs,Right,Right,0.5 Stars,0.5 Stars,1,1,1,1,1,4,1,1,1,1,1,10,1,1,1,1,1,1,59,3,Flyball,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,SIDE,Normal,1,1,55,52,49,15,6,57,15,22,29,58,34,30,27,15,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,12,Carlos Padilla,,Washington (INT),INT,INT,01/18/2038,17,VEN,6' 2',190 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,6,3,3,1,1,1,9,9,7,1,1,1,5,1,1,1,32,2,Flyball,Normal,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,SIDE,Normal,1,1,32,38,56,11,2,42,12,14,13,22,5,1,1,10,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,79,Jorge Padilla,,Milwaukee (INT),INT,INT,05/30/2039,16,DOM,6' 0',170 lbs,Right,Right,0.5 Stars,2.0 Stars,1,3,1,4,1,1,8,1,2,10,9,1,2,1,1,1,1,1,20,4,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,1,13,6,6,41,56,47,62,19,35,28,59,68,66,75,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,5,Jose Padilla,,Texas (INT),INT,INT,11/03/2038,16,VEN,6' 0',175 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,11,Flyball,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,OTT,Normal,1,1,59,24,18,9,15,27,4,7,20,18,8,1,7,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,23,Dave Palacios,,Los Angeles (INT),INT,INT,08/09/2036,19,VEN,6' 1',180 lbs,Right,Right,0.5 Stars,2.0 Stars,1,5,13,6,10,1,10,8,15,12,13,5,4,1,12,2,5,1,98,78,Normal,Normal,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,88-90,3/4,Normal,1,1,4,5,5,29,40,23,59,13,38,23,71,42,29,19,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,85,Jose Palacios,,-,-,-,07/09/2032,23,DOM,6' 2',200 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,1,1,4,7,1,1,1,1,1,1,1,55,6,Normal,Pull,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,3/4,Normal,1,1,1,2,1,8,3,38,1,44,48,68,23,40,42,57,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,8,Miguel Palacios,,Miami (INT),INT,INT,05/13/2039,16,VEN,6' 2',180 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,50,3,Normal,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,1,1,2,1,37,25,25,58,18,9,3,47,31,32,8,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,23,Dusty Palmer,,-,-,-,05/14/2034,21,USA,6' 1',195 lbs,Right,Right,0.5 Stars,1.5 Stars,12,12,7,15,5,15,13,14,10,19,9,18,11,12,6,14,3,14,35,8,Normal,Spray,Spray,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,9,34,49,64,17,9,23,5,37,18,44,21,24,33,5,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,12,Eric Palmer,,-,-,-,10/30/2037,17,USA,6' 0',170 lbs,Left,Left,0.5 Stars,2.5 Stars,6,10,5,1,1,2,4,1,1,1,1,1,10,8,6,1,1,5,56,10,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,SIDE,Normal,1,1,1,3,1,7,7,10,3,65,58,47,67,52,38,42,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,15,Justin Palmer,,-,-,-,03/08/2036,19,USA,6' 2',185 lbs,Right,Right,0.5 Stars,3.5 Stars,12,13,17,15,15,14,15,14,18,21,18,16,12,12,17,13,14,14,34,6,Line Drive,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,80-83,80-83,3/4,GB'er,1,3,3,3,4,20,18,33,9,67,58,59,71,71,60,79,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,28,Julio Palomares,,Chicago (INT),INT,INT,06/21/2037,18,VEN,6' 2',185 lbs,Left,Right,0.5 Stars,1.5 Stars,1,1,2,1,1,1,1,1,1,1,1,1,2,3,4,1,1,5,49,2,Normal,Ex. Pull,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,SIDE,Normal,1,1,4,1,2,49,55,70,60,22,20,58,39,28,11,26,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,23,Justin Papa,,-,-,-,03/16/2039,16,USA,6' 1',175 lbs,Switch,Right,0.5 Stars,2.0 Stars,1,2,4,1,1,1,5,5,7,2,4,6,1,1,3,1,1,1,51,5,Normal,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,1,1,55,25,47,18,24,44,18,22,27,22,8,2,1,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,39,Jung-sik Park,,Milwaukee (INT),INT,INT,05/10/2037,18,KOR,6' 3',185 lbs,Right,Right,0.5 Stars,2.5 Stars,11,12,16,1,1,11,13,12,18,4,1,13,11,10,15,1,1,11,71,74,Line Drive,Normal,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,1,3,9,13,10,75,46,57,38,44,34,49,75,71,82,85,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,17,Brent Parsons,,-,-,-,06/08/2035,20,USA,6' 4',190 lbs,Right,Right,0.5 Stars,1.5 Stars,10,1,1,6,11,15,3,12,3,10,13,18,1,10,1,4,10,14,60,9,Flyball,Pull,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,1,10,4,6,19,17,12,12,30,60,24,2,4,3,9,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,16,Jose Patino,,Philadelphia (INT),INT,INT,07/29/2038,17,VEN,5' 10',165 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,2,7,1,1,1,1,5,10,1,1,1,1,2,4,53,1,Normal,Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,88-90,3/4,Normal,1,1,1,1,4,40,71,45,27,28,24,60,32,53,47,67,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,41,Cesar Paulino,,Los Angeles (INT),INT,INT,10/28/2036,18,MEX,6' 0',185 lbs,Switch,Right,0.5 Stars,2.0 Stars,4,1,1,1,1,7,1,1,1,1,1,1,2,5,1,1,1,9,56,10,Normal,Normal,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,SIDE,Normal,1,2,47,43,35,19,29,60,8,50,49,55,3,1,4,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,16,Ryan Payant,,-,-,-,03/04/2038,17,USA,6' 1',170 lbs,Right,Right,0.5 Stars,2.5 Stars,5,3,11,3,1,7,9,9,12,11,2,10,2,3,11,1,1,5,24,1,Line Drive,Pull,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,80-83,80-83,3/4,GB'er,1,3,1,1,2,15,11,21,6,63,51,46,72,51,52,51,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,6,Malachi Payton,,-,-,-,04/02/2035,20,USA,6' 5',200 lbs,Right,Right,0.5 Stars,1.5 Stars,10,9,9,1,1,11,10,11,10,6,1,14,8,9,8,1,1,11,58,8,Normal,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,2,1,2,2,40,37,26,47,13,14,36,66,31,48,26,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,29,Fred Peace,,-,-,-,03/15/2033,22,USA,6' 0',170 lbs,Right,Right,0.5 Stars,2.0 Stars,9,5,6,19,12,11,10,11,10,26,9,15,3,6,4,17,12,9,38,4,Normal,Spray,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,87-89,3/4,GB'er,1,3,5,6,6,19,16,18,5,68,47,55,59,49,45,49,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,1,Lance Pelo,,-,-,-,12/02/2034,20,USA,6' 1',190 lbs,Right,Right,0.5 Stars,2.5 Stars,22,21,19,15,20,24,23,25,21,18,24,29,20,21,18,14,19,23,22,5,Normal,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,87-89,OTT,Normal,1,4,3,5,2,58,57,65,38,37,36,50,25,11,22,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,30,Geraldo Penajoya,,St. Louis (INT),INT,INT,11/03/2036,18,VEN,5' 11',165 lbs,Left,Left,0.5 Stars,1.5 Stars,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,8,50,5,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,90-92,SIDE,Normal,1,8,1,2,2,15,11,18,3,46,54,26,32,10,3,21,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,35,Victoro Perdomo,,St. Louis (INT),INT,INT,08/14/2037,18,VEN,5' 11',170 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,6,1,1,1,1,1,10,1,6,1,1,1,3,1,1,61,6,Flyball,Spray,Spray,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,1,2,2,33,29,26,31,13,25,20,32,11,2,2,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,25,Gabriel Peregrina,,Indianapolis (INT),INT,INT,05/17/2037,18,CUB,6' 4',190 lbs,Right,Right,0.5 Stars,2.0 Stars,6,5,5,5,1,8,10,11,9,12,4,13,4,3,3,1,1,1,41,1,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,1,6,11,14,42,56,52,28,19,29,22,26,20,30,6,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,3,Adrian Perez,,Cincinnati (INT),INT,INT,08/24/2039,16,DOM,6' 1',170 lbs,Right,Right,0.5 Stars,2.5 Stars,1,2,6,1,1,1,5,6,9,6,1,8,1,1,5,1,1,1,37,7,Normal,Spray,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,4,4,4,67,59,57,57,29,29,47,49,39,37,25,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,36,Chris Perez,,Cleveland (INT),INT,INT,07/26/2038,17,PAN,6' 3',180 lbs,Right,Right,0.5 Stars,2.5 Stars,4,2,13,1,1,7,5,9,14,5,2,11,1,2,12,1,1,3,82,64,Line Drive,Normal,Pull,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,SIDE,Normal,1,1,6,13,13,71,36,57,32,24,26,39,65,45,46,34,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,13,David Perez,,Detroit (INT),INT,INT,10/03/2036,18,MEX,6' 2',200 lbs,Switch,Right,0.5 Stars,0.5 Stars,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,6,2,46,7,Flyball,Normal,Pull,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,1,27,60,31,21,13,28,5,49,53,54,17,14,7,14,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,49,Jose Perez,,Boston (INT),INT,INT,02/25/2037,18,VEN,6' 3',195 lbs,Right,Right,0.5 Stars,2.0 Stars,7,1,6,1,1,10,3,10,9,6,3,12,1,4,5,1,1,9,52,2,Normal,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,88-90,3/4,Normal,1,1,1,1,1,50,37,41,25,22,17,23,37,27,28,25,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,4,Marcos Perez,,-,-,-,02/15/2034,21,CUR,6' 4',210 lbs,Left,Left,0.5 Stars,2.0 Stars,14,25,23,27,24,1,22,12,21,21,26,1,26,15,24,29,23,1,22,10,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,11,9,8,12,9,43,1,57,39,57,27,48,48,60,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
